Date,Open,High,Low,Close,Adj Close,Volume
2008-04-25,1.165700,1.171500,1.160600,1.165500,1.165500,0
2008-04-28,1.166400,1.174800,1.166400,1.172100,1.172100,0
2008-04-29,1.174300,1.174300,1.164700,1.168000,1.168000,0
2008-04-30,1.167900,1.176500,1.164400,1.174700,1.174700,0
2008-05-01,null,null,null,null,null,null
2008-05-02,1.174000,1.184700,1.171100,1.184400,1.184400,0
2008-05-05,1.181900,1.191600,1.176200,1.189900,1.189900,0
2008-05-06,1.190400,1.191400,1.182300,1.185900,1.185900,0
2008-05-07,1.184200,1.188200,1.177200,1.182500,1.182500,0
2008-05-08,1.182400,1.185900,1.175300,1.176800,1.176800,0
2008-05-09,1.177500,1.184700,1.176100,1.178400,1.178400,0
2008-05-12,1.177700,1.186800,1.177000,1.181300,1.181300,0
2008-05-13,1.179300,1.186800,1.178700,1.184600,1.184600,0
2008-05-14,1.182300,1.187300,1.182000,1.184400,1.184400,0
2008-05-15,1.183900,1.189900,1.180300,1.184100,1.184100,0
2008-05-16,1.184200,1.190600,1.181700,1.189500,1.189500,0
2008-05-19,1.189900,1.193300,1.186100,1.186700,1.186700,0
2008-05-20,1.188200,1.189800,1.181900,1.186100,1.186100,0
2008-05-21,1.184000,1.187200,1.178900,1.184000,1.184000,0
2008-05-22,1.185700,1.188200,1.177900,1.181000,1.181000,0
2008-05-23,1.179100,1.183100,1.172800,1.178100,1.178100,0
2008-05-26,1.177900,1.179900,1.174400,1.176800,1.176800,0
2008-05-27,1.176800,1.183400,1.174700,1.179800,1.179800,0
2008-05-28,1.181800,1.187200,1.178700,1.185700,1.185700,0
2008-05-29,1.185100,1.188000,1.178000,1.181500,1.181500,0
2008-05-30,1.181600,1.182700,1.173100,1.175100,1.175100,0
2008-06-02,1.174800,1.178400,1.172000,1.174800,1.174800,0
2008-06-03,1.176100,1.178500,1.167100,1.169400,1.169400,0
2008-06-04,1.169500,1.174200,1.166000,1.167400,1.167400,0
2008-06-05,1.168500,1.172300,1.164100,1.171900,1.171900,0
2008-06-06,1.171800,1.177600,1.168500,1.177200,1.177200,0
2008-06-09,1.175500,1.178800,1.172200,1.174400,1.174400,0
2008-06-10,1.172600,1.176400,1.163300,1.170600,1.170600,0
2008-06-11,1.170700,1.173100,1.166300,1.169900,1.169900,0
2008-06-12,1.170000,1.171100,1.162700,1.169400,1.169400,0
2008-06-13,1.169400,1.170900,1.159500,1.163100,1.163100,0
2008-06-16,1.163000,1.168000,1.160000,1.162500,1.162500,0
2008-06-17,1.161000,1.167200,1.159800,1.162700,1.162700,0
2008-06-18,1.165100,1.170300,1.161000,1.168900,1.168900,0
2008-06-19,1.168900,1.171500,1.164700,1.166000,1.166000,0
2008-06-20,1.167500,1.170800,1.164400,1.169900,1.169900,0
2008-06-23,1.169600,1.175800,1.167500,1.172600,1.172600,0
2008-06-24,1.172700,1.182800,1.172200,1.181600,1.181600,0
2008-06-25,1.179500,1.185100,1.176600,1.181600,1.181600,0
2008-06-26,1.183600,1.184200,1.178600,1.179200,1.179200,0
2008-06-27,1.180800,1.183500,1.176000,1.179700,1.179700,0
2008-06-30,1.180000,1.183500,1.175900,1.180600,1.180600,0
2008-07-01,null,null,null,null,null,null
2008-07-02,1.176600,1.180100,1.172600,1.179200,1.179200,0
2008-07-03,1.179200,1.180500,1.170000,1.177200,1.177200,0
2008-07-04,1.175000,1.178600,1.172800,1.174300,1.174300,0
2008-07-07,1.173500,1.181100,1.173400,1.177800,1.177800,0
2008-07-08,1.177800,1.179500,1.167700,1.170400,1.170400,0
2008-07-09,1.170500,1.176200,1.168300,1.173200,1.173200,0
2008-07-10,1.173200,1.175500,1.166900,1.175000,1.175000,0
2008-07-11,1.173000,1.177300,1.170600,1.174500,1.174500,0
2008-07-14,1.172400,1.179700,1.171300,1.178700,1.178700,0
2008-07-15,1.178600,1.184400,1.176100,1.176500,1.176500,0
2008-07-16,1.178600,1.182600,1.175300,1.178300,1.178300,0
2008-07-17,1.178100,1.179300,1.171300,1.173000,1.173000,0
2008-07-18,1.173000,1.177700,1.169400,1.170200,1.170200,0
2008-07-21,1.171200,1.174300,1.167900,1.172600,1.172600,0
2008-07-22,1.170400,1.177200,1.170000,1.170500,1.170500,0
2008-07-23,1.170500,1.173900,1.166300,1.169000,1.169000,0
2008-07-24,1.169200,1.170500,1.163900,1.167600,1.167600,0
2008-07-25,1.165600,1.173500,1.164400,1.170300,1.170300,0
2008-07-28,1.170300,1.171300,1.165900,1.169200,1.169200,0
2008-07-29,1.169300,1.174400,1.167300,1.171700,1.171700,0
2008-07-30,1.171700,1.177400,1.169200,1.176100,1.176100,0
2008-07-31,1.174400,1.181100,1.173800,1.176600,1.176600,0
2008-08-01,null,null,null,null,null,null
2008-08-04,null,null,null,null,null,null
2008-08-05,null,null,null,null,null,null
2008-08-06,null,null,null,null,null,null
2008-08-07,null,null,null,null,null,null
2008-08-08,null,null,null,null,null,null
2008-08-11,null,null,null,null,null,null
2008-08-12,null,null,null,null,null,null
2008-08-13,null,null,null,null,null,null
2008-08-14,null,null,null,null,null,null
2008-08-15,null,null,null,null,null,null
2008-08-18,null,null,null,null,null,null
2008-08-19,null,null,null,null,null,null
2008-08-20,null,null,null,null,null,null
2008-08-21,null,null,null,null,null,null
2008-08-22,null,null,null,null,null,null
2008-08-25,null,null,null,null,null,null
2008-08-26,1.182900,1.185800,1.178500,1.179100,1.179100,0
2008-08-27,1.179100,1.190800,1.178600,1.189300,1.189300,0
2008-08-28,1.187200,1.191600,1.186200,1.189100,1.189100,0
2008-08-29,1.186900,1.192600,1.184400,1.188000,1.188000,0
2008-09-01,1.190200,1.191500,1.184000,1.187000,1.187000,0
2008-09-02,1.186900,1.188100,1.177000,1.180700,1.180700,0
2008-09-03,1.179000,1.185300,1.177600,1.180500,1.180500,0
2008-09-04,1.182500,1.188600,1.177400,1.185500,1.185500,0
2008-09-05,1.187500,1.189800,1.178400,1.179800,1.179800,0
2008-09-08,1.183000,1.184300,1.176600,1.179400,1.179400,0
2008-09-09,1.179500,1.184000,1.176100,1.182000,1.182000,0
2008-09-10,1.181800,1.184700,1.175900,1.177800,1.177800,0
2008-09-11,1.177800,1.180700,1.168100,1.169500,1.169500,0
2008-09-12,1.170500,1.175400,1.167700,1.169200,1.169200,0
2008-09-15,1.170500,1.170900,1.159900,1.168000,1.168000,0
2008-09-16,1.168000,1.169900,1.153900,1.159400,1.159400,0
2008-09-17,1.158100,1.164100,1.146900,1.148300,1.148300,0
2008-09-18,1.149800,1.157900,1.147900,1.154700,1.154700,0
2008-09-19,1.153200,1.166300,1.151800,1.158400,1.158400,0
2008-09-22,1.162600,1.176200,1.159900,1.172700,1.172700,0
2008-09-23,1.172600,1.175000,1.163000,1.170300,1.170300,0
2008-09-24,1.168800,1.173800,1.164000,1.171200,1.171200,0
2008-09-25,1.172000,1.173000,1.163600,1.165500,1.165500,0
2008-09-26,1.165500,1.172300,1.162900,1.171000,1.171000,0
2008-09-29,1.168400,1.174400,1.165000,1.167100,1.167100,0
2008-09-30,1.166900,1.180900,1.165900,1.178200,1.178200,0
2008-10-01,1.176600,1.182000,1.170000,1.180200,1.180200,0
2008-10-02,1.181300,1.181300,1.166800,1.172000,1.172000,0
2008-10-03,1.172000,1.174200,1.164100,1.168300,1.168300,0
2008-10-06,1.169500,1.170700,1.150900,1.151900,1.151900,0
2008-10-07,1.154200,1.156300,1.145600,1.151400,1.151400,0
2008-10-08,1.150500,1.157000,1.144000,1.154800,1.154800,0
2008-10-09,1.154300,1.159500,1.141200,1.141200,1.141200,0
2008-10-10,1.148600,1.158700,1.131200,1.138100,1.138100,0
2008-10-13,1.140800,1.149000,1.131000,1.145000,1.145000,0
2008-10-14,1.145000,1.153100,1.137100,1.143200,1.143200,0
2008-10-15,1.143200,1.165200,1.133200,1.147500,1.147500,0
2008-10-16,1.147500,1.153000,1.119800,1.136600,1.136600,0
2008-10-17,1.136700,1.140500,1.121400,1.125700,1.125700,0
2008-10-20,1.125000,1.139200,1.118200,1.124400,1.124400,0
2008-10-21,1.126200,1.130500,1.116200,1.119500,1.119500,0
2008-10-22,1.119500,1.128200,1.069300,1.079100,1.079100,0
2008-10-23,1.083100,1.119500,1.076100,1.116300,1.116300,0
2008-10-24,1.117600,1.154700,1.111300,1.115900,1.115900,0
2008-10-27,1.122900,1.154100,1.122700,1.147400,1.147400,0
2008-10-28,1.149600,1.167900,1.139900,1.151400,1.151400,0
2008-10-29,1.153500,1.162200,1.135800,1.142000,1.142000,0
2008-10-30,1.142900,1.155900,1.125300,1.146700,1.146700,0
2008-10-31,1.147900,1.163800,1.144400,1.149700,1.149700,0
2008-11-03,1.149800,1.164000,1.149800,1.154200,1.154200,0
2008-11-04,1.154200,1.159100,1.143800,1.152300,1.152300,0
2008-11-05,1.153600,1.155000,1.142000,1.147300,1.147300,0
2008-11-06,1.149300,1.152500,1.139100,1.145800,1.145800,0
2008-11-07,1.143700,1.154600,1.138400,1.147900,1.147900,0
2008-11-10,1.146300,1.151200,1.140000,1.147700,1.147700,0
2008-11-11,1.147800,1.156800,1.137400,1.149400,1.149400,0
2008-11-12,1.147300,1.153700,1.132300,1.136800,1.136800,0
2008-11-13,1.137000,1.145100,1.125200,1.138600,1.138600,0
2008-11-14,1.138400,1.145900,1.129900,1.142900,1.142900,0
2008-11-17,1.143800,1.147700,1.131400,1.146100,1.146100,0
2008-11-18,1.146100,1.147900,1.130200,1.133900,1.133900,0
2008-11-19,1.132700,1.161200,1.123200,1.157600,1.157600,0
2008-11-20,1.156400,1.159700,1.142600,1.154700,1.154700,0
2008-11-21,1.154800,1.177800,1.141800,1.166300,1.166300,0
2008-11-24,1.167500,1.173300,1.136800,1.144300,1.144300,0
2008-11-25,1.144200,1.150600,1.125500,1.139800,1.139800,0
2008-11-26,1.141000,1.150200,1.114300,1.146200,1.146200,0
2008-11-27,1.146200,1.154200,1.135700,1.144000,1.144000,0
2008-11-28,1.143900,1.165800,1.142900,1.147400,1.147400,0
2008-12-01,1.157200,1.173500,1.156200,1.165400,1.165400,0
2008-12-02,1.165400,1.175100,1.157300,1.162500,1.162500,0
2008-12-03,1.162500,1.172500,1.146500,1.151900,1.151900,0
2008-12-04,1.152300,1.168100,1.139900,1.154900,1.154900,0
2008-12-05,1.155200,1.165900,1.146600,1.153800,1.153800,0
2008-12-08,1.148900,1.154600,1.129200,1.141400,1.141400,0
2008-12-09,1.140300,1.157400,1.127800,1.155500,1.155500,0
2008-12-10,1.155500,1.159500,1.142600,1.150400,1.150400,0
2008-12-11,1.151100,1.158900,1.143900,1.154800,1.154800,0
2008-12-12,1.154900,1.167300,1.148800,1.159100,1.159100,0
2008-12-15,1.157500,1.167200,1.144300,1.159400,1.159400,0
2008-12-16,1.159400,1.170000,1.136200,1.137600,1.137600,0
2008-12-17,1.156300,1.163600,1.135900,1.142800,1.142800,0
2008-12-18,1.155200,1.158500,1.104900,1.111000,1.111000,0
2008-12-19,1.123500,1.124200,1.089700,1.097600,1.097600,0
2008-12-22,1.108300,1.114000,1.087400,1.110200,1.110200,0
2008-12-23,1.100600,1.135000,1.097000,1.126700,1.126700,0
2008-12-24,1.108800,1.136400,1.094500,1.096600,1.096600,0
2008-12-25,1.116600,1.117300,1.094900,1.118400,1.118400,0
2008-12-26,1.098400,1.124800,1.093800,1.106500,1.106500,0
2008-12-29,1.109700,1.119600,1.085500,1.100600,1.100600,0
2008-12-30,1.100600,1.110800,1.083400,1.103000,1.103000,0
2008-12-31,1.102600,1.128400,1.080600,1.121100,1.121100,0
2009-01-01,1.075700,1.126800,1.075700,1.120700,1.120700,0
2009-01-02,1.119800,1.133200,1.098800,1.116500,1.116500,0
2009-01-05,1.117100,1.140900,1.109700,1.129900,1.129900,0
2009-01-06,1.129800,1.137800,1.111100,1.124700,1.124700,0
2009-01-07,1.124700,1.136600,1.110500,1.130100,1.130100,0
2009-01-08,1.130000,1.135100,1.106500,1.110900,1.110900,0
2009-01-09,1.110700,1.134800,1.105800,1.132600,1.132600,0
2009-01-12,1.130700,1.149900,1.117100,1.144000,1.144000,0
2009-01-13,1.143600,1.162400,1.134600,1.157200,1.157200,0
2009-01-14,1.157200,1.172200,1.147400,1.164500,1.164500,0
2009-01-15,1.164500,1.171600,1.149600,1.157400,1.157400,0
2009-01-16,1.157600,1.180100,1.150100,1.174100,1.174100,0
2009-01-19,1.175100,1.189800,1.171500,1.187500,1.187500,0
2009-01-20,1.187400,1.190300,1.174500,1.180100,1.180100,0
2009-01-21,1.179600,1.197700,1.165600,1.183200,1.183200,0
2009-01-22,1.183100,1.188600,1.172000,1.184900,1.184900,0
2009-01-23,1.184400,1.191400,1.173400,1.179800,1.179800,0
2009-01-26,1.179300,1.191400,1.168400,1.185900,1.185900,0
2009-01-27,1.186400,1.194000,1.167300,1.192300,1.192300,0
2009-01-28,1.192900,1.196400,1.177500,1.189500,1.189500,0
2009-01-29,1.189300,1.196500,1.179400,1.187900,1.187900,0
2009-01-30,1.188300,1.209000,1.177500,1.208100,1.208100,0
2009-02-02,1.204800,1.206900,1.179400,1.186200,1.186200,0
2009-02-03,1.186300,1.197400,1.174500,1.188100,1.188100,0
2009-02-04,1.188000,1.202900,1.178900,1.199800,1.199800,0
2009-02-05,1.199200,1.212100,1.190300,1.205600,1.205600,0
2009-02-06,1.204500,1.209200,1.192300,1.192600,1.192600,0
2009-02-09,1.195500,1.207900,1.190300,1.206200,1.206200,0
2009-02-10,1.205500,1.221300,1.192500,1.218900,1.218900,0
2009-02-11,1.218400,1.245700,1.208000,1.231800,1.231800,0
2009-02-12,1.232400,1.234900,1.219100,1.223400,1.223400,0
2009-02-13,1.223300,1.234400,1.211500,1.224100,1.224100,0
2009-02-16,1.230500,1.243600,1.216800,1.242300,1.242300,0
2009-02-17,1.242200,1.260100,1.232000,1.257200,1.257200,0
2009-02-18,1.257900,1.261900,1.238900,1.243700,1.243700,0
2009-02-19,1.242600,1.267100,1.230000,1.264600,1.264600,0
2009-02-20,1.264400,1.285300,1.256900,1.275500,1.275500,0
2009-02-23,1.286600,1.297000,1.267900,1.293700,1.293700,0
2009-02-24,1.292800,1.304400,1.275000,1.289900,1.289900,0
2009-02-25,1.290000,1.299500,1.272500,1.294700,1.294700,0
2009-02-26,1.295100,1.299700,1.282200,1.289800,1.289800,0
2009-02-27,1.290400,1.299900,1.270000,1.277800,1.277800,0
2009-03-02,1.277300,1.285000,1.265700,1.280300,1.280300,0
2009-03-03,1.280300,1.283000,1.261700,1.280100,1.280100,0
2009-03-04,1.280500,1.289900,1.264600,1.281100,1.281100,0
2009-03-05,1.281400,1.310200,1.272100,1.308400,1.308400,0
2009-03-06,1.308800,1.315900,1.290000,1.301900,1.301900,0
2009-03-09,1.307500,1.308200,1.272400,1.282800,1.282800,0
2009-03-10,1.282800,1.292900,1.252800,1.272200,1.272200,0
2009-03-11,1.272200,1.276000,1.254600,1.266000,1.266000,0
2009-03-12,1.266400,1.271900,1.244100,1.248000,1.248000,0
2009-03-13,1.248100,1.263400,1.240500,1.253100,1.253100,0
2009-03-16,1.264600,1.265900,1.230100,1.243300,1.243300,0
2009-03-17,1.244900,1.257600,1.230300,1.248800,1.248800,0
2009-03-18,1.248600,1.264400,1.222600,1.236300,1.236300,0
2009-03-19,1.235900,1.265600,1.228000,1.257200,1.257200,0
2009-03-20,1.257100,1.286700,1.250400,1.277000,1.277000,0
2009-03-23,1.274500,1.284700,1.253500,1.269100,1.269100,0
2009-03-24,1.269000,1.276800,1.254400,1.269000,1.269000,0
2009-03-25,1.268500,1.275100,1.207000,1.235400,1.235400,0
2009-03-26,1.235400,1.244400,1.208400,1.230700,1.230700,0
2009-03-27,1.229800,1.237400,1.187800,1.187800,1.187800,0
2009-03-30,1.237600,1.242500,1.204400,1.221000,1.221000,0
2009-03-31,1.220700,1.233400,1.205600,1.222900,1.222900,0
2009-04-01,1.222800,1.229900,1.208300,1.215400,1.215400,0
2009-04-02,1.215500,1.233300,1.202700,1.219200,1.219200,0
2009-04-03,1.218500,1.228700,1.205500,1.227700,1.227700,0
2009-04-06,1.212900,1.223700,1.205400,1.221200,1.221200,0
2009-04-07,1.220900,1.236300,1.216300,1.221200,1.221200,0
2009-04-08,1.222800,1.238500,1.208100,1.237200,1.237200,0
2009-04-09,1.235400,1.250000,1.218700,1.242300,1.242300,0
2009-04-10,1.244300,1.244700,1.226300,1.244700,1.244700,0
2009-04-13,1.230900,1.244800,1.230900,1.244800,1.244800,0
2009-04-14,1.244700,1.244800,1.227700,1.232400,1.232400,0
2009-04-15,1.232300,1.234800,1.211400,1.232400,1.232400,0
2009-04-16,1.232800,1.245800,1.224100,1.240800,1.240800,0
2009-04-17,1.241300,1.262700,1.234400,1.257900,1.257900,0
2009-04-20,1.257800,1.276200,1.253500,1.271500,1.271500,0
2009-04-21,1.271400,1.279100,1.250900,1.260800,1.260800,0
2009-04-22,1.259400,1.262600,1.242600,1.252100,1.252100,0
2009-04-23,1.252100,1.262400,1.236600,1.246300,1.246300,0
2009-04-24,1.246300,1.251700,1.226000,1.233800,1.233800,0
2009-04-27,1.237300,1.241200,1.202000,1.210500,1.210500,0
2009-04-28,1.210500,1.226700,1.199800,1.217500,1.217500,0
2009-04-29,1.217300,1.234400,1.210800,1.223000,1.223000,0
2009-04-30,1.225200,1.228600,1.202800,1.227500,1.227500,0
2009-05-01,1.226800,1.232300,1.211100,1.225000,1.225000,0
2009-05-04,1.223000,1.230300,1.199700,1.213100,1.213100,0
2009-05-05,1.212500,1.219000,1.124600,1.211000,1.211000,0
2009-05-06,1.211100,1.218100,1.203300,1.210200,1.210200,0
2009-05-07,1.209700,1.218600,1.198000,1.214000,1.214000,0
2009-05-08,1.214100,1.217400,1.190500,1.206000,1.206000,0
2009-05-11,1.203600,1.212100,1.198200,1.209100,1.209100,0
2009-05-12,1.209100,1.216000,1.192800,1.209000,1.209000,0
2009-05-13,1.206800,1.213800,1.191700,1.212200,1.212200,0
2009-05-14,1.212300,1.219300,1.179000,1.215200,1.215200,0
2009-05-15,1.213300,1.218500,1.198400,1.210100,1.210100,0
2009-05-18,1.208700,1.213400,1.185400,1.192400,1.192400,0
2009-05-19,1.192300,1.197700,1.179800,1.191300,1.191300,0
2009-05-20,1.191300,1.195400,1.171000,1.180000,1.180000,0
2009-05-21,1.180200,1.189600,1.149600,1.175100,1.175100,0
2009-05-22,1.174900,1.181200,1.155300,1.176500,1.176500,0
2009-05-25,1.174800,1.182300,1.164600,1.179900,1.179900,0
2009-05-26,1.179900,1.184700,1.166800,1.179500,1.179500,0
2009-05-27,1.179500,1.200900,1.148400,1.197800,1.197800,0
2009-05-28,1.197700,1.203200,1.178100,1.192300,1.192300,0
2009-05-29,1.192400,1.208500,1.181300,1.196700,1.196700,0
2009-06-01,1.200200,1.208000,1.143300,1.201600,1.201600,0
2009-06-02,1.201600,1.213900,1.186500,1.211200,1.211200,0
2009-06-03,1.209600,1.217700,1.112100,1.211500,1.211500,0
2009-06-04,1.210900,1.220200,1.188600,1.216900,1.216900,0
2009-06-05,1.214700,1.220600,1.198800,1.216500,1.216500,0
2009-06-08,1.211600,1.220700,1.200600,1.217800,1.217800,0
2009-06-09,1.215600,1.219800,1.162100,1.205700,1.205700,0
2009-06-10,1.205700,1.219000,1.154900,1.208500,1.208500,0
2009-06-11,1.206700,1.213300,1.197900,1.204400,1.204400,0
2009-06-12,1.203900,1.213500,1.196000,1.211700,1.211700,0
2009-06-15,1.208400,1.221100,1.198200,1.216000,1.216000,0
2009-06-16,1.213000,1.222500,1.203500,1.218900,1.218900,0
2009-06-17,1.219300,1.238400,1.204300,1.229500,1.229500,0
2009-06-18,1.228500,1.241500,1.219100,1.234200,1.234200,0
2009-06-19,1.234100,1.240900,1.221300,1.240900,1.240900,0
2009-06-22,1.234700,1.239700,1.211600,1.220400,1.220400,0
2009-06-23,1.220700,1.223700,1.204400,1.217700,1.217700,0
2009-06-24,1.216900,1.225000,1.207400,1.219500,1.219500,0
2009-06-25,1.221600,1.222800,1.206900,1.217700,1.217700,0
2009-06-26,1.217900,1.221100,1.195600,1.211900,1.211900,0
2009-06-29,1.204900,1.207800,1.189500,1.196700,1.196700,0
2009-06-30,1.195300,1.204600,1.187700,1.195600,1.195600,0
2009-07-01,1.195800,1.201800,1.181400,1.193400,1.193400,0
2009-07-02,1.193400,1.215400,1.181600,1.213900,1.213900,0
2009-07-03,1.214300,1.217600,1.201000,1.209800,1.209800,0
2009-07-06,1.209800,1.213300,1.194800,1.206300,1.206300,0
2009-07-07,1.204800,1.218800,1.195800,1.215800,1.215800,0
2009-07-08,1.216300,1.221800,1.198000,1.212800,1.212800,0
2009-07-09,1.212900,1.216600,1.196300,1.205400,1.205400,0
2009-07-10,1.205600,1.219900,1.192600,1.219500,1.219500,0
2009-07-13,1.214400,1.221800,1.204100,1.211100,1.211100,0
2009-07-14,1.211000,1.223500,1.196600,1.219000,1.219000,0
2009-07-15,1.218100,1.222400,1.205400,1.214000,1.214000,0
2009-07-16,1.213900,1.223700,1.208700,1.221900,1.221900,0
2009-07-17,1.222000,1.229800,1.212700,1.214100,1.214100,0
2009-07-20,1.223200,1.224400,1.220000,1.220000,1.220000,0
2009-07-21,1.210800,1.212300,1.209900,1.210500,1.210500,0
2009-07-22,1.201700,1.203600,1.201600,1.201700,1.201700,0
2009-07-23,1.192100,1.194800,1.191600,1.192700,1.192700,0
2009-07-24,1.192100,1.201100,1.186500,1.195000,1.195000,0
2009-07-27,1.193600,1.195800,1.193100,1.193700,1.193700,0
2009-07-28,1.202400,1.204900,1.202200,1.203200,1.203200,0
2009-07-29,1.196100,1.196700,1.194100,1.195500,1.195500,0
2009-07-30,1.189000,1.189600,1.188400,1.189600,1.189600,0
2009-07-31,1.189000,1.193100,1.169600,1.172500,1.172500,0
2009-08-03,1.172800,1.172800,1.171600,1.172300,1.172300,0
2009-08-04,1.176400,1.178700,1.175600,1.177100,1.177100,0
2009-08-05,1.184100,1.186600,1.183700,1.184200,1.184200,0
2009-08-06,1.177200,1.179500,1.176800,1.176900,1.176900,0
2009-08-07,1.177200,1.183800,1.102600,1.170900,1.170900,0
2009-08-10,1.167300,1.167800,1.164600,1.167300,1.167300,0
2009-08-11,1.173300,1.174500,1.171600,1.171900,1.171900,0
2009-08-12,1.181500,1.183200,1.179600,1.180600,1.180600,0
2009-08-13,1.184200,1.184200,1.180800,1.181400,1.181400,0
2009-08-14,1.184200,1.187500,1.175500,1.178200,1.178200,0
2009-08-17,1.177600,1.180500,1.177600,1.177600,1.177600,0
2009-08-18,1.182700,1.183700,1.181300,1.181700,1.181700,0
2009-08-19,1.184800,1.185000,1.181700,1.185000,1.185000,0
2009-08-20,1.188500,1.189200,1.186500,1.188300,1.188300,0
2009-08-21,1.188500,1.189600,1.165800,1.166100,1.166100,0
2009-08-24,1.175400,1.175400,1.171300,1.173800,1.173800,0
2009-08-25,1.167500,1.168900,1.164700,1.168900,1.168900,0
2009-08-26,1.175000,1.175100,1.170600,1.171100,1.171100,0
2009-08-27,1.177500,1.179100,1.175900,1.178000,1.178000,0
2009-08-28,1.177500,1.180300,1.171800,1.178000,1.178000,0
2009-08-31,1.182500,1.183700,1.181300,1.182800,1.182800,0
2009-09-01,1.192900,1.193600,1.190900,1.193500,1.193500,0
2009-09-02,1.184200,1.187500,1.184100,1.186500,1.186500,0
2009-09-03,1.192700,1.194200,1.191800,1.193700,1.193700,0
2009-09-04,1.192700,1.197000,1.174800,1.174900,1.174900,0
2009-09-07,1.187600,1.188300,1.186200,1.186600,1.186600,0
2009-09-08,1.188300,1.188300,1.184500,1.186600,1.186600,0
2009-09-09,1.187100,1.187900,1.186000,1.186500,1.186500,0
2009-09-10,1.175100,1.176800,1.173500,1.173500,1.173500,0
2009-09-11,1.175100,1.184700,1.173300,1.175500,1.175500,0
2009-09-14,1.180900,1.181600,1.178700,1.178900,1.178900,0
2009-09-15,1.182100,1.182100,1.179500,1.181800,1.181800,0
2009-09-16,1.172700,1.175900,1.172700,1.173600,1.173600,0
2009-09-17,1.175000,1.175100,1.171500,1.173900,1.173900,0
2009-09-18,1.175000,1.175300,1.164400,1.164600,1.164600,0
2009-09-21,1.165500,1.167300,1.165400,1.166800,1.166800,0
2009-09-22,1.164700,1.165400,1.163400,1.164800,1.164800,0
2009-09-23,1.180800,1.182300,1.179800,1.182200,1.182200,0
2009-09-24,1.187900,1.189100,1.186600,1.188200,1.188200,0
2009-09-25,1.187900,1.197400,1.183200,1.194400,1.194400,0
2009-09-28,1.196500,1.198000,1.195300,1.195300,1.195300,0
2009-09-29,1.196400,1.199800,1.196000,1.197700,1.197700,0
2009-09-30,1.206000,1.206000,1.203500,1.204100,1.204100,0
2009-10-01,1.207700,1.208700,1.206300,1.208000,1.208000,0
2009-10-02,1.207700,1.214700,1.205200,1.212300,1.212300,0
2009-10-05,1.219000,1.220300,1.218100,1.219900,1.219900,0
2009-10-06,1.218600,1.219000,1.215700,1.216000,1.216000,0
2009-10-07,1.228000,1.229700,1.226800,1.228500,1.228500,0
2009-10-08,1.233500,1.233600,1.229700,1.231400,1.231400,0
2009-10-09,1.233500,1.242300,1.228900,1.238200,1.238200,0
2009-10-12,1.237100,1.240500,1.236600,1.237500,1.237500,0
2009-10-13,1.239600,1.240800,1.238200,1.238200,1.238200,0
2009-10-14,1.245100,1.246900,1.244800,1.245400,1.245400,0
2009-10-15,1.247300,1.248800,1.245700,1.247700,1.247700,0
2009-10-16,1.247300,1.254200,1.232600,1.238600,1.238600,0
2009-10-19,1.243300,1.244000,1.241000,1.241000,1.241000,0
2009-10-20,1.241700,1.242500,1.239800,1.240600,1.240600,0
2009-10-21,1.232000,1.232900,1.230400,1.232500,1.232500,0
2009-10-22,1.225200,1.227200,1.225200,1.226900,1.226900,0
2009-10-23,1.225200,1.234400,1.217200,1.217200,1.217200,0
2009-10-26,1.219500,1.226100,1.215200,1.217200,1.217200,0
2009-10-27,1.217200,1.233800,1.215200,1.231700,1.231700,0
2009-10-28,1.229700,1.241700,1.223500,1.230600,1.230600,0
2009-10-29,1.230100,1.236900,1.225000,1.233700,1.233700,0
2009-10-30,1.235000,1.241300,1.231200,1.231200,1.231200,0
2009-11-02,1.234200,1.240100,1.220100,1.224400,1.224400,0
2009-11-03,1.222400,1.235200,1.220600,1.234700,1.234700,0
2009-11-04,1.234700,1.240000,1.227700,1.237800,1.237800,0
2009-11-05,1.235700,1.240300,1.226500,1.227900,1.227900,0
2009-11-06,1.229500,1.232800,1.225100,1.226900,1.226900,0
2009-11-09,1.223900,1.227300,1.219100,1.223400,1.223400,0
2009-11-10,1.224000,1.227600,1.217700,1.220000,1.220000,0
2009-11-11,1.221600,1.223800,1.214200,1.218700,1.218700,0
2009-11-12,1.218500,1.222900,1.212800,1.215400,1.215400,0
2009-11-13,1.215400,1.223500,1.212800,1.217100,1.217100,0
2009-11-16,1.216100,1.224600,1.214200,1.222000,1.222000,0
2009-11-17,1.222900,1.226100,1.219000,1.223600,1.223600,0
2009-11-18,1.223400,1.225200,1.218100,1.220000,1.220000,0
2009-11-19,1.219200,1.227100,1.217600,1.219300,1.219300,0
2009-11-20,1.220300,1.231600,1.218900,1.220200,1.220200,0
2009-11-23,1.222600,1.233800,1.221700,1.233600,1.233600,0
2009-11-24,1.233500,1.235600,1.225400,1.227300,1.227300,0
2009-11-25,1.227200,1.234200,1.224600,1.229600,1.229600,0
2009-11-26,1.227700,1.237000,1.225900,1.229800,1.229800,0
2009-11-27,1.231000,1.238600,1.223400,1.225600,1.225600,0
2009-11-30,1.227200,1.233400,1.223300,1.226900,1.226900,0
2009-12-01,1.226900,1.232900,1.221800,1.225700,1.225700,0
2009-12-02,1.225700,1.233800,1.221500,1.221900,1.221900,0
